game_id,referees
2024020122,Thomas John Luxmore|Brandon Blandina
2024020123,Chris Rooney|Ghislain Hebert
2024020129,Trevor Hanson|Cody Beach
2024020142,Frederick L'Ecuyer|Justin Kea
2024020159,Trevor Hanson|Cody Beach
2024020162,Francis Charron|Justin Kea
2024020164,Jake Brenk|Mike Sullivan
2024020195,Brian Pochmara|Pierre Lambert
2024020203,Jean Hebert|Corey Syvret
2024020234,Carter Sandlak|Peter MacDougall
2024020236,Garrett Rank|Mitch Dunning
2024020250,Frederick L'Ecuyer|Graedy Hamilton
2024020252,Jon McIsaac|Kelly Sutherland
2024020255,Peter MacDougall|Brandon Blandina
2024020263,Brian Pochmara|Tom Chmielewski
2024020283,Pierre Lambert|Brandon Schrader
2024020292,Wes McCauley|Cody Beach
2024020298,Jake Brenk|Carter Sandlak
2024020299,Graham Skilliter|Justin Kea
2024020315,Ghislain Hebert|Justin Kea
2024020320,Tom Chmielewski|Brandon Schrader
2024020326,Corey Syvret|Chris Lee
2024020328,Chris Rooney|Kyle Rehman
2024020341,Jean Hebert|Peter MacDougall
2024020345,Dan O'Rourke|Eric Furlatt
2024020346,Trevor Hanson|Pierre Lambert
2024020356,Gord Dwyer|Morgan MacPhee
2024020374,Steve Kozari|Jordan Samuels-Thomas
2024020376,Francis Charron|Kelly Sutherland
2024020396,Jon McIsaac|Wes McCauley
2024020402,Kelly Sutherland|Thomas John Luxmore
2024020408,Gord Dwyer|Pierre Lambert
2024020411,Tom Chmielewski|Mitch Dunning
2024020416,Frederick L'Ecuyer|Justin Kea
2024020435,Dan O'Rourke|Kendrick Nicholson
2024020438,Tom Chmielewski|Corey Syvret
2024020447,Garrett Rank|Francois St-Laurent
2024020448,Jon McIsaac|Ghislain Hebert
2024020454,Graham Skilliter|Jordan Samuels-Thomas
2024020457,Brian Pochmara|Corey Syvret
2024020458,Kyle Rehman|Kendrick Nicholson
2024020473,Furman South|Thomas John Luxmore
2024020475,Pierre Lambert|Mike Sullivan
2024020481,Garrett Rank|Beau Halkidis
2024020482,Graham Skilliter|Chris Lee
2024020487,Chris Rooney|Riley Brace
2024020502,Ghislain Hebert|Kendrick Nicholson
2024020508,Trevor Hanson|Tom Chmielewski
2024020511,Chris Rooney|Carter Sandlak
2024020516,Wes McCauley|Beau Halkidis
2024020535,Pierre Lambert|Jake Brenk
2024020538,Frederick L'Ecuyer|Corey Syvret
2024020547,Francois St-Laurent|Riley Brace
2024020548,Mitch Dunning|Pierre Lambert
2024020554,Tom Chmielewski|Chris Lee
2024020557,Trevor Hanson|Corey Syvret
2024020558,Furman South|Kendrick Nicholson
2024020573,Dan O'Rourke|Beau Halkidis
2024020575,Kelly Sutherland|Mike Sullivan
2024020582,Chris Rooney|Kyle Rehman
2024020581,Francis Charron|Carter Sandlak
2024020587,Mitch Dunning|Ghislain Hebert
2024020602,Chris Lee|Kendrick Nicholson
2024020608,Chris Rooney|Cody Beach
2024020611,Mitch Dunning|Pierre Lambert
2024020616,Chris Rooney|Cody Beach
2024020635,Jean Hebert|Ghislain Hebert
2024020638,Frederick L'Ecuyer|Eric Furlatt
2024020647,Chris Lee|Cody Beach
2024020648,Furman South|Brian Pochmara
2024020654,Wes McCauley|Mike Sullivan
2024020657,Francis Charron|Frederick L'Ecuyer
2024020658,Garrett Rank|Justin Kea
2024020673,Wes McCauley|Stephen Hiff
2024020675,Jake Brenk|Brandon Schrader
2024020681,Kyle Rehman|Cody Beach
2024020682,Eric Furlatt|Brandon Blandina
2024020687,Francis Charron|Beau Halkidis
2024020710,Jean Hebert|Brandon Schrader
2024020712,Brian Pochmara|Mitch Dunning
2024020724,Kyle Rehman|Morgan MacPhee
2024020744,Francis Charron|Jake Brenk
2024020768,Trevor Hanson|Brandon Blandina
2024020777,Chris Schlenker|Brandon Blandina
2024020779,Peter MacDougall|Beau Halkidis
2024020788,Chris Lee|Jordan Samuels-Thomas
2024020790,Brian Pochmara|Beau Halkidis
2024020802,Wes McCauley|Gord Dwyer
2024020808,Thomas John Luxmore|Corey Syvret
2024020811,Francis Charron|Jean Hebert
2024020816,Kelly Sutherland|Brandon Blandina
2024020835,Kelly Sutherland|Justin Kea
2024020838,Dan O'Rourke|Ghislain Hebert
2024020847,Wes McCauley|Mitch Dunning
2024020848,Francois St-Laurent|Cody Beach
2024020854,Graham Skilliter|Graedy Hamilton
2024020857,Jake Brenk|Carter Sandlak
2024020858,Kyle Rehman|Jordan Samuels-Thomas
2024020873,Trevor Hanson|Thomas John Luxmore
2024020875,Tom Chmielewski|Jake Brenk
2024020881,Chris Rooney|Morgan MacPhee
2024020882,Trevor Hanson|Thomas John Luxmore
2024020887,Garrett Rank|Michael Markovic
2024020910,Francois St-Laurent|Kyle Rehman
2024020912,Eric Furlatt|Morgan MacPhee
2024020924,Frederick L'Ecuyer|Graham Skilliter
2024020944,Wes McCauley|Jake Brenk
2024020968,Dan O'Rourke|Jake Brenk
2024020977,Eric Furlatt|Justin Kea
2024020979,Chris Rooney|Carter Sandlak
2024020988,Kendrick Nicholson|Michael Markovic
2024020990,Brian Pochmara|Justin Kea
2024021002,Francois St-Laurent|Brandon Schrader
2024021008,Graham Skilliter|Brandon Blandina
2024021011,Chris Schlenker|Peter MacDougall
2024021016,Wes McCauley|Mitch Dunning
2024021035,Graham Skilliter|Graedy Hamilton
2024021038,Chris Rooney|Corey Syvret
2024021047,Gord Dwyer|Eric Furlatt
2024021048,Chris Rooney|Morgan MacPhee
2024021054,Trevor Hanson|Beau Halkidis
2024021057,Chris Rooney|Graham Skilliter
2024021058,Francis Charron|Furman South
2024021073,Garrett Rank|Kyle Rehman
2024021075,Chris Lee|Brandon Blandina
2024021081,Garrett Rank|Cody Beach
2024021082,Furman South|Thomas John Luxmore
2024021087,Kelly Sutherland|Kendrick Nicholson
2024021102,Francis Charron|Jordan Samuels-Thomas
2024021108,Jon McIsaac|Justin Kea
2024021111,Gord Dwyer|Graham Skilliter
2024021116,Dan O'Rourke|Brandon Schrader
2024021135,Garrett Rank|Kendrick Nicholson
2024021138,Francis Charron|Brandon Schrader
2024021148,Chris Lee|Jordan Samuels-Thomas
2024021147,Kelly Sutherland|Peter MacDougall
2024021154,Thomas John Luxmore|Peter MacDougall
2024021157,Jon McIsaac|Jordan Samuels-Thomas
2024021158,Trevor Hanson|Mike Sullivan
2024021173,Mitch Dunning|Jake Brenk
2024021175,Peter MacDougall|Morgan MacPhee
2024021181,Chris Lee|Michael Markovic
2024021182,Wes McCauley|Carter Sandlak
2024021187,Dan O'Rourke|Pierre Lambert
2024021202,Garrett Rank|Kelly Sutherland
2024021208,Francois St-Laurent|Brandon Blandina
2024021211,Gord Dwyer|Brandon Schrader
2024021216,Kendrick Nicholson|Justin Kea
2024021235,Garrett Rank|Graedy Hamilton
2024021238,Chris Rooney|Mitch Dunning
2024021247,Chris Schlenker|Graham Skilliter
2024021248,Francis Charron|Carter Sandlak
2024021254,Jon McIsaac|Garrett Rank
2024021257,Peter MacDougall|Jordan Samuels-Thomas
2024021258,Kelly Sutherland|Mike Sullivan
2024021273,Francis Charron|Jean Hebert
2024021275,Graham Skilliter|Jake Brenk
2024021281,Francois St-Laurent|Dan O'Rourke
2024021282,Chris Schlenker|Thomas John Luxmore
2024021287,Garrett Rank|Kelly Sutherland
2024021302,Frederick L'Ecuyer|Morgan MacPhee
2024021308,Furman South|Carter Sandlak
2024021311,Brandon Schrader|Justin Kea
2023020015,Jon McIsaac|Thomas John Luxmore
2023020020,Corey Syvret|Eric Furlatt
2023020026,Dan O'Rourke|Furman South
2023020028,Frederick L'Ecuyer|Thomas John Luxmore
2023020041,Dan O'Rourke|Michael Markovic
2023020045,Kevin Pollock|Pierre Lambert
2023020046,Trevor Hanson|Steve Kozari
2023020056,Kendrick Nicholson|Kevin Pollock
2023020074,Gord Dwyer|Mitch Dunning
2023020076,Tom Chmielewski|Jordan Samuels-Thomas
2023020096,Chris Schlenker|Michael Markovic
2023020102,Gord Dwyer|Peter MacDougall
2023020108,Tom Chmielewski|Brandon Schrader
2023020111,Dan O'Rourke|Trevor Hanson
2023020116,Jon McIsaac|Michael Markovic
2023020135,Brian Pochmara|Cody Beach
2023020138,Jon McIsaac|Mitch Dunning
2023020147,Kendrick Nicholson|Jordan Samuels-Thomas
2023020148,Thomas John Luxmore|Steve Kozari
2023020154,Graham Skilliter|Morgan MacPhee
2023020157,Garrett Rank|Pierre Lambert
2023020158,Dan O'Rourke|Furman South
2023020173,Jean Hebert|Brandon Schrader
2023020175,Corey Syvret|Peter MacDougall
2023020181,Chris Rooney|Gord Dwyer
2023020182,Jake Brenk|Eric Furlatt
2023020187,Trevor Hanson|Brandon Schrader
2023020215,Dan O'Rourke|Beau Halkidis
2023020220,Frederick L'Ecuyer|Brandon Schrader
2023020226,Thomas John Luxmore|Ghislain Hebert
2023020228,Ghislain Hebert|Michael Markovic
2023020241,Trevor Hanson|Tom Chmielewski
2023020245,Jean Hebert|Gord Dwyer
2023020246,Corey Syvret|Chris Lee
2023020256,Corey Syvret|Chris Lee
2023020274,Ghislain Hebert|Kevin Pollock
2023020276,Tom Chmielewski|Justin Kea
2023020296,Jake Brenk|Kendrick Nicholson
2023020300,Carter Sandlak|Pierre Lambert
2023020301,Dan O'Rourke|Peter MacDougall
2023020307,Chris Schlenker|Garrett Rank
2023020309,Francois St-Laurent|Corey Syvret
2023020313,Gord Dwyer|Brandon Blandina
2023020314,Trevor Hanson|Carter Sandlak
2023020325,Francois St-Laurent|Tom Chmielewski
2023020372,Garrett Rank|Corey Syvret
2023020380,Kendrick Nicholson|Peter MacDougall
2023020384,Jon McIsaac|Furman South
2023020389,Tom Chmielewski|Gord Dwyer
2023020391,Mitch Dunning|Thomas John Luxmore
2023020393,Brian Pochmara|Brandon Schrader
2023020403,Wes McCauley|Graham Skilliter
2023020434,Jon McIsaac|Francois St-Laurent
2023020436,Gord Dwyer|Peter MacDougall
2023020450,Francis Charron|Carter Sandlak
2023020452,Kyle Rehman|Graham Skilliter
2023020455,Francois St-Laurent|Steve Kozari
2023020463,Chris Rooney|Morgan MacPhee
2023020483,Kyle Rehman|Ghislain Hebert
2023020492,Chris Schlenker|Kendrick Nicholson
2023020498,Jon McIsaac|Carter Sandlak
2023020499,Kevin Pollock|Justin Kea
2023020515,Francis Charron|Morgan MacPhee
2023020520,Eric Furlatt|Michael Markovic
2023020526,Trevor Hanson|Brandon Schrader
2023020528,Brian Pochmara|Corey Syvret
2023020541,Dan O'Rourke|Trevor Hanson
2023020545,Jake Brenk|Brandon Schrader
2023020546,Francois St-Laurent|Corey Syvret
2023020556,Wes McCauley|Francis Charron
2023020574,Kyle Rehman|Peter MacDougall
2023020576,Mitch Dunning|Kendrick Nicholson
2023020596,Dan O'Rourke|Ghislain Hebert
2023020604,Jon McIsaac|Thomas John Luxmore
2023020606,Dan O'Rourke|Carter Sandlak
2023020617,Jon McIsaac|Justin Kea
2023020618,Ghislain Hebert|Kevin Pollock
2023020619,Dan O'Rourke|Carter Sandlak
2023020627,Kevin Pollock|Jordan Samuels-Thomas
2023020643,Chris Schlenker|Frederick L'Ecuyer
2023020665,Chris Lee|Brandon Blandina
2023020666,Trevor Hanson|Tom Chmielewski
2023020670,Francis Charron|Kelly Sutherland
2023020685,Graham Skilliter|Justin Kea
2023020686,Michael Markovic|Peter MacDougall
2023020697,Thomas John Luxmore|Graham Skilliter
2023020705,Kelly Sutherland|Mitch Dunning
2023020721,Brian Pochmara|Frederick L'Ecuyer
2023020730,Garrett Rank|Ghislain Hebert
2023020731,Francois St-Laurent|Jake Brenk
2023020732,Kelly Sutherland|Eric Furlatt
2023020733,Furman South|Brian Pochmara
2023020737,Trevor Hanson|Chris Lee
2023020739,Wes McCauley|Carter Sandlak
2023020740,Jon McIsaac|Brandon Schrader
2023020749,Jake Brenk|Brandon Schrader
2023020751,Jean Hebert|Jordan Samuels-Thomas
2023020753,Corey Syvret|Steve Kozari
2023020760,Dan O'Rourke|Thomas John Luxmore
2023020761,Chris Schlenker|Graham Skilliter
2023020767,Wes McCauley|Kendrick Nicholson
2023020769,Eric Furlatt|Beau Halkidis
2023020771,Brandon Schrader|Steve Kozari
2023020778,Mitch Dunning|Graham Skilliter
2023020794,Ghislain Hebert|Kendrick Nicholson
2023020805,Carter Sandlak|Brandon Blandina
2023020821,Pierre Lambert|Peter MacDougall
2023020830,Chris Rooney|Chris Lee
2023020831,Wes McCauley|Corey Syvret
2023020832,Mitch Dunning|Steve Kozari
2023020833,Chris Schlenker|Eric Furlatt
2023020837,Francois St-Laurent|Mitch Dunning
2023020839,Garrett Rank|Peter MacDougall
2023020840,Tom Chmielewski|Jake Brenk
2023020849,Chris Schlenker|Brandon Blandina
2023020853,Dan O'Rourke|Mitch Dunning
2023020851,Furman South|Michael Markovic
2023020860,Brian Pochmara|Eric Furlatt
2023020861,Brandon Schrader|Steve Kozari
2023020867,Francis Charron|Carter Sandlak
2023020869,Jon McIsaac|Pierre Lambert
2023020871,Kyle Rehman|Furman South
2023020878,Jean Hebert|Carter Sandlak
2023020894,Brian Pochmara|Peter MacDougall
2023020910,Eric Furlatt|Pierre Lambert
2023020912,Dan O'Rourke|Kendrick Nicholson
2023020924,Brian Pochmara|Brandon Schrader
2023020944,Tom Chmielewski|Michael Markovic
2023020968,Francis Charron|Steve Kozari
2023020977,Brian Pochmara|Pierre Lambert
2023020979,Graham Skilliter|Carter Sandlak
2023020988,Chris Rooney|Dan O'Rourke
2023020990,Jon McIsaac|Michael Markovic
2023021002,Chris Lee|Steve Kozari
2023021008,Furman South|Thomas John Luxmore
2023021011,Jake Brenk|Beau Halkidis
2023021016,Wes McCauley|Brandon Schrader
2023021035,Francois St-Laurent|Peter MacDougall
2023021038,Gord Dwyer|Justin Kea
2023021047,Furman South|Corey Syvret
2023021048,Kendrick Nicholson|Peter MacDougall
2023021054,Jake Brenk|Brandon Schrader
2023021057,Chris Schlenker|Pierre Lambert
2023021058,Francis Charron|Peter MacDougall
2023021073,Kelly Sutherland|Brandon Blandina
2023021075,Chris Rooney|Morgan MacPhee
2023021081,Francois St-Laurent|Carter Sandlak
2023021082,Frederick L'Ecuyer|Cody Beach
2023021087,Jon McIsaac|Graham Skilliter
2023021103,Kelly Sutherland|Michael Markovic
2023021134,Jake Brenk|Pierre Lambert
2023021136,Thomas John Luxmore|Kendrick Nicholson
2023021152,Gord Dwyer|Beau Halkidis
2023021155,Wes McCauley|Pierre Lambert
2023021150,Mitch Dunning|Eric Furlatt
2023021163,Dan O'Rourke|Graham Skilliter
2023021183,Gord Dwyer|Thomas John Luxmore
2023021192,Wes McCauley|Thomas John Luxmore
2023021198,Jean Hebert|Gord Dwyer
2023021199,Francois St-Laurent|Steve Kozari
2023021205,Chris Lee|Cody Beach
2023021221,Kyle Rehman|Brandon Schrader
2023021230,Francois St-Laurent|Beau Halkidis
2023021231,Pierre Lambert|Graedy Hamilton
2023021232,Jon McIsaac|Chris Rooney
2023021233,Kelly Sutherland|Corey Syvret
2023021237,Garrett Rank|Chris Lee
2023021239,Ghislain Hebert|Brandon Blandina
2023021240,Wes McCauley|Dan O'Rourke
2023021249,Mitch Dunning|Eric Furlatt
2023021251,Pierre Lambert|Jordan Samuels-Thomas
2023021253,Frederick L'Ecuyer|Tom Chmielewski
2023021260,Francois St-Laurent|Michael Markovic
2023021261,Wes McCauley|Brandon Blandina
2023021267,Garrett Rank|Jordan Samuels-Thomas
2023021269,Trevor Hanson|Kendrick Nicholson
2023021271,Dan O'Rourke|Brandon Schrader
2023021278,Carter Sandlak|Brandon Blandina
2023021294,Graham Skilliter|Chris Lee
2023021304,Kyle Rehman|Jean Hebert
2023021306,Carter Sandlak|Brandon Schrader
2025020015,Carter Sandlak|Peter MacDougall
2025020020,Garrett Rank|Frederick L'Ecuyer
2025020026,Wes McCauley|Brandon Blandina
2025020028,Chris Lee|Justin Kea
2025020041,Brian Pochmara|Stephen Hiff
2025020045,Furman South|Justin Kea
2025020046,Kyle Rehman|Pierre Lambert
2025020056,Trevor Hanson|Gord Dwyer
2025020074,Kelly Sutherland|Furman South
2025020076,Frederick L'Ecuyer|Beau Halkidis
2025020096,Chris Schlenker|Kendrick Nicholson
2025020122,Chris Schlenker|Garrett Rank
2025020123,Jon McIsaac|Kyle Rehman
2025020129,Frederick L'Ecuyer|Chris Lee
2025020142,Francis Charron|Tom Chmielewski
2025020159,Francis Charron|Cody Beach
2025020162,Garrett Rank|Graham Skilliter
2025020164,Wes McCauley|Brandon Schrader
2025020195,Jean Hebert|Mitch Dunning
2025020222,Wes McCauley|Peter MacDougall
2025020223,Gord Dwyer|Brandon Schrader
2025020229,Frederick L'Ecuyer|Michael Markovic
2025020242,Kelly Sutherland|Chris Lee
2025020259,Graham Skilliter|Brandon Schrader
2025020262,Chris Schlenker|Jean Hebert
2025020264,Kelly Sutherland|Corey Syvret
2025020295,Jean Hebert|Mitch Dunning
2025020302,Corey Syvret|Kendrick Nicholson
2025020308,Jake Brenk|Kendrick Nicholson
2025020311,Chris Schlenker|Cody Beach
2025020316,Wes McCauley|Carter Sandlak
2025020335,Jon McIsaac|Kyle Rehman
2025020338,Wes McCauley|Frederick L'Ecuyer
2025020347,Garrett Rank|Furman South
2025020348,Graham Skilliter|Beau Halkidis
2025020354,Tom Chmielewski|Chris Lee
2025020357,Kyle Rehman|Pierre Lambert
2025020358,Gord Dwyer|Morgan MacPhee
2025020373,Graham Skilliter|Brandon Schrader
2025020375,Corey Syvret|Michael Markovic
2025020381,Francis Charron|Eric Furlatt
2025020382,Cody Beach|Carter Sandlak
2025020387,Francois St-Laurent|Frederick L'Ecuyer
2025020405,Wes McCauley|Kendrick Nicholson
2025020421,Kelly Sutherland|Furman South
2025020430,Francois St-Laurent|Jordan Samuels-Thomas
2025020431,Trevor Hanson|Gord Dwyer
2025020432,Thomas John Luxmore|Michael Markovic
2025020433,Frederick L'Ecuyer|Eric Furlatt
2025020437,Tom Chmielewski|Pierre Lambert
2025020439,Kyle Rehman|Frederick L'Ecuyer
2025020440,Mitch Dunning|Peter MacDougall
2025020449,Mitch Dunning|Peter MacDougall
2025020451,Frederick L'Ecuyer|Carter Sandlak
2025020453,Jon McIsaac|Alex Lepkowski
2025020460,Peter MacDougall|Beau Halkidis
2025020461,Francois St-Laurent|Graham Skilliter
2025020467,Francois St-Laurent|Kelly Sutherland
2025020469,Kendrick Nicholson|Jordan Samuels-Thomas
2025020471,Chris Lee|Brandon Schrader
2025020478,Chris Schlenker|Pierre Lambert
2025020494,Chris Schlenker|Wes McCauley
2025020522,Trevor Hanson|Jordan Samuels-Thomas
2025020523,Francois St-Laurent|Beau Halkidis
2025020529,Jon McIsaac|Garrett Rank
2025020542,Chris Schlenker|Corey Syvret
2025020559,Corey Syvret|Kendrick Nicholson
2025020562,Kyle Rehman|Chris Lee
2025020564,Frederick L'Ecuyer|Jordan Samuels-Thomas
2025020595,Garrett Rank|Jake Brenk
2025020615,Chris Schlenker|Chris Lee
2025020620,Wes McCauley|Brian Pochmara
2025020626,Wes McCauley|Carter Sandlak
2025020628,Graham Skilliter|Beau Halkidis
2025020641,Garrett Rank|Thomas John Luxmore
2025020645,Chris Rooney|Alex Lepkowski
2025020646,Francois St-Laurent|Cody Beach
2025020656,Graham Skilliter|Justin Kea
2025020674,Kelly Sutherland|Graham Skilliter
2025020676,Eric Furlatt|Carter Sandlak
2025020696,Corey Syvret|Kendrick Nicholson
2025020722,Chris Lee|Brandon Schrader
2025020723,Kyle Rehman|Thomas John Luxmore
2025020729,Jon McIsaac|Kelly Sutherland
2025020742,Eric Furlatt|Carter Sandlak
2025020759,Chris Rooney|Carter Sandlak
2025020762,Jake Brenk|Chris Lee
2025020764,Tom Chmielewski|Graham Skilliter
2025020795,Jon McIsaac|Kelly Sutherland
2025020800,Chris Schlenker|Frederick L'Ecuyer
2025020801,Francois St-Laurent|Chris Lee
2025020807,Tom Chmielewski|Carter Sandlak
2025020809,Thomas John Luxmore|Graedy Hamilton
2025020813,Jon McIsaac|Chris Schlenker
2025020814,Wes McCauley|Cody Beach
2025020825,Thomas John Luxmore|Chris Lee
2025020872,Corey Syvret|Graham Skilliter
2025020880,Thomas John Luxmore|Brandon Blandina
2025020884,Corey Syvret|Peter MacDougall
2025020889,Jon McIsaac|Eric Furlatt
2025020891,Jean Hebert|Carter Sandlak
2025020893,Garrett Rank|Thomas John Luxmore
2025020915,Chris Schlenker|Mitch Dunning
2025020920,Cody Beach|Jake Brenk
2025020926,Frederick L'Ecuyer|Beau Halkidis
2025020928,Corey Syvret|Peter MacDougall
2025020941,Furman South|Jean Hebert
2025020945,Frederick L'Ecuyer|Mike Sullivan
2025020946,Trevor Hanson|Peter MacDougall
2025020956,Trevor Hanson|Graedy Hamilton
2025020974,Jake Brenk|Graedy Hamilton
2025020976,Chris Rooney|Brian Pochmara
2025020996,Francis Charron|Cody Beach
2025021022,Wes McCauley|Morgan MacPhee
2025021023,Kelly Sutherland|Brandon Schrader
2025021029,Tom Chmielewski|Mitch Dunning
2025021042,Thomas John Luxmore|Graedy Hamilton
2025021059,Francis Charron|Frederick L'Ecuyer
2025021062,Kyle Rehman|Carter Sandlak
2025021064,Garrett Rank|Mitch Dunning
2025021095,Francis Charron|Justin Kea
2025021103,Brian Pochmara|Brandon Schrader
2025021134,Furman South|Brandon Schrader
2025021136,Jake Brenk|Kendrick Nicholson
2025021150,Kelly Sutherland|Peter MacDougall
2025021152,Tom Chmielewski|Carter Sandlak
2025021155,Jake Brenk|Beau Halkidis
2025021163,Chris Rooney|Mitch Dunning
2025021183,Francis Charron|Cody Beach
2025021192,Francis Charron|Brian Pochmara
2025021198,Wes McCauley|Mike Sullivan
2025021199,Mitch Dunning|Corey Syvret
2025021200,Garrett Rank|Michael Markovic
2025021201,Tom Chmielewski|Pierre Lambert
2025021207,Chris Schlenker|Frederick L'Ecuyer
2025021209,Wes McCauley|Gord Dwyer
2025021213,Cody Beach|Brian Pochmara
2025021214,Francis Charron|Brandon Blandina
2025021225,Chris Schlenker|Jean Hebert
2025021272,Chris Schlenker|Trevor Hanson
2025021280,Kelly Sutherland|Brian Pochmara
2025021284,Chris Rooney|Jake Brenk
2025021289,Graham Skilliter|Brandon Schrader
2025021291,Francis Charron|Tom Chmielewski
2025021293,Frederick L'Ecuyer|Pierre Lambert
2025021302,Kendrick Nicholson|Liam Maaskant
2025021308,Kelly Sutherland|Cody Beach
2025021311,Francis Charron|Stephen Hiff
2024020010,Jean Hebert|Graham Skilliter
2024020012,Garrett Rank|Jake Brenk
2024020024,Jon McIsaac|Beau Halkidis
2024020044,Wes McCauley|Justin Kea
2024020068,Dan O'Rourke|Furman South
2024020077,Wes McCauley|Gord Dwyer
2024020079,Garrett Rank|Cody Beach
2024020088,Pierre Lambert|Peter MacDougall
2024020090,Jon McIsaac|Ghislain Hebert
2024020115,Dan O'Rourke|Michael Markovic
2024020120,Furman South|Jean Hebert
2024020126,Garrett Rank|Pierre Lambert
2024020128,Francis Charron|Justin Kea
2024020141,Jean Hebert|Peter MacDougall
2024020145,Tom Chmielewski|Mitch Dunning
2024020146,Wes McCauley|Corey Syvret
2024020156,Kyle Rehman|Michael Markovic
2024020174,Garrett Rank|Graham Skilliter
2024020176,Trevor Hanson|Brandon Schrader
2024020196,Mitch Dunning|Eric Furlatt
2024020202,Francis Charron|Graedy Hamilton
2024020208,Garrett Rank|Brandon Blandina
2024020211,Jake Brenk|Beau Halkidis
2024020216,Kyle Rehman|Corey Syvret
2024020235,Frederick L'Ecuyer|Graham Skilliter
2024020238,Trevor Hanson|Mike Sullivan
2024020247,Garrett Rank|Dan O'Rourke
2024020248,Tom Chmielewski|Carter Sandlak
2024020254,Graham Skilliter|Brandon Schrader
2024020258,Chris Rooney|Riley Brace
2024020257,Jon McIsaac|Francis Charron
2024020273,Furman South|Gord Dwyer
2024020275,Jon McIsaac|Riley Brace
2024020281,Trevor Hanson|Brian Pochmara
2024020282,Wes McCauley|Cody Beach
2024020287,Furman South|Graham Skilliter
2024020322,Frederick L'Ecuyer|Eric Furlatt
2024020323,Jean Hebert|Carter Sandlak
2024020329,Kelly Sutherland|Stephen Hiff
2024020342,Chris Rooney|Brandon Blandina
2024020359,Kyle Rehman|Stephen Hiff
2024020362,Francis Charron|Eric Furlatt
2024020364,Kendrick Nicholson|Peter MacDougall
2024020395,Furman South|Pierre Lambert
2024020403,Graham Skilliter|Kendrick Nicholson
2024020434,Jean Hebert|Pierre Lambert
2024020436,Jon McIsaac|Ghislain Hebert
2024020450,Brian Pochmara|Brandon Blandina
2024020452,Trevor Hanson|Michael Markovic
2024020455,Cody Beach|Peter MacDougall
2024020463,Garrett Rank|Corey Syvret
2024020483,Frederick L'Ecuyer|Brandon Schrader
2024020492,Frederick L'Ecuyer|Brandon Schrader
2024020498,Jean Hebert|Brandon Schrader
2024020499,Thomas John Luxmore|Michael Markovic
2024020503,Tom Chmielewski|Eric Furlatt
2024020534,Jean Hebert|Peter MacDougall
2024020536,Francis Charron|Mike Sullivan
2024020550,Gord Dwyer|Beau Halkidis
2024020552,Jean Hebert|Kendrick Nicholson
2024020555,Chris Schlenker|Steve Kozari
2024020563,Gord Dwyer|Corey Syvret
2024020583,Frederick L'Ecuyer|Gord Dwyer
2024020592,Trevor Hanson|Jean Hebert
2024020598,Tom Chmielewski|Brandon Schrader
2024020599,Thomas John Luxmore|Justin Kea
2024020603,Kyle Rehman|Brandon Blandina
2024020634,Francois St-Laurent|Jake Brenk
2024020636,Dan O'Rourke|Trevor Hanson
2024020650,Jean Hebert|Corey Syvret
2024020652,Carter Sandlak|Kendrick Nicholson
2024020655,Kelly Sutherland|Trevor Hanson
2024020663,Chris Schlenker|Graham Skilliter
2024020683,Chris Schlenker|Furman South
2024020692,Jon McIsaac|Jake Brenk
2024020698,Tom Chmielewski|Eric Furlatt
2024020699,Trevor Hanson|Kendrick Nicholson
2024020700,Garrett Rank|Gord Dwyer
2024020701,Wes McCauley|Francis Charron
2024020707,Pierre Lambert|Michael Markovic
2024020709,Francois St-Laurent|Frederick L'Ecuyer
2024020713,Dan O'Rourke|Furman South
2024020714,Garrett Rank|Brandon Blandina
2024020725,Frederick L'Ecuyer|Thomas John Luxmore
2024020772,Gord Dwyer|Riley Brace
2024020780,Brian Pochmara|Pierre Lambert
2024020784,Wes McCauley|Kendrick Nicholson
2024020789,Dan O'Rourke|Jake Brenk
2024020791,Francois St-Laurent|Jean Hebert
2024020793,Francis Charron|Cody Beach
2024020803,Chris Rooney|Carter Sandlak
2024020834,Kendrick Nicholson|Cody Beach
2024020836,Corey Syvret|Graham Skilliter
2024020850,Jean Hebert|Eric Furlatt
2024020852,Trevor Hanson|Michael Markovic
2024020855,Kendrick Nicholson|Peter MacDougall
2024020863,Chris Rooney|Francois St-Laurent
2024020883,Wes McCauley|Justin Kea
2024020892,Francis Charron|Brian Pochmara
2024020898,Chris Schlenker|Francois St-Laurent
2024020899,Frederick L'Ecuyer|Cody Beach
2024020900,Tom Chmielewski|Michael Markovic
2024020901,Kendrick Nicholson|Peter MacDougall
2024020907,Dan O'Rourke|Graham Skilliter
2024020909,Mitch Dunning|Thomas John Luxmore
2024020913,Frederick L'Ecuyer|Cody Beach
2024020914,Trevor Hanson|Carter Sandlak
2024020925,Kelly Sutherland|Peter MacDougall
2024020972,Francois St-Laurent|Stephen Hiff
2024020980,Wes McCauley|Trevor Hanson
2024020984,Chris Rooney|Carter Sandlak
2024020989,Garrett Rank|Dan O'Rourke
2024020991,Jon McIsaac|Mitch Dunning
2024020993,Furman South|Jake Brenk
2024021003,Jean Hebert|Ghislain Hebert
2024021034,Kyle Rehman|Eric Furlatt
2024021036,Frederick L'Ecuyer|Brandon Schrader
2024021050,Furman South|Jean Hebert
