player_id,season,oz_starts,dz_starts
8477384,20242025,0.3645,0.3458
8477384,20252026,,
8477392,20232024,0.2096,0.3428
8477392,20242025,0.2814,0.3241
8477392,20252026,,
8477401,20232024,0.3077,0.4615
8477401,20242025,0.3143,0.219
8477401,20252026,0.0435,0.3478
8477402,20232024,0.3213,0.3315
8477402,20242025,0.3867,0.3383
8477402,20252026,0.3645,0.331
8477404,20232024,0.418,0.2326
8477404,20242025,0.4123,0.2867
8477404,20252026,0.3812,0.3058
8477406,20232024,0.2517,0.3255
8477406,20242025,0.2606,0.3418
8477406,20252026,0.2427,0.4006
8477407,20232024,0.3237,0.3485
8477407,20242025,0.348,0.3374
8477407,20252026,0.3605,0.2824
8477409,20232024,0.3768,0.2762
8477409,20242025,0.3669,0.2836
8477409,20252026,0.3694,0.2972
8477416,20232024,0.346,0.3124
8477416,20242025,0.3405,0.3309
8477416,20252026,0.3219,0.2757
8477425,20232024,0.2326,0.3966
8477425,20242025,0.2598,0.3897
8477425,20252026,0.264,0.42
8477426,20232024,0.2956,0.3463
8477426,20242025,0.2745,0.3847
8477426,20252026,0.3019,0.3365
8477429,20232024,0.2737,0.3826
8477429,20242025,0.3604,0.3442
8477429,20252026,0.3296,0.3236
8477435,20232024,0.2744,0.3859
8477435,20242025,0.2826,0.3875
8477435,20252026,0.2597,0.3372
8477444,20232024,0.3613,0.3298
8477444,20242025,0.3553,0.3391
8477444,20252026,0.3971,0.2439
8477446,20232024,0.2096,0.3743
8477446,20242025,0.117,0.4644
8477446,20252026,0.1893,0.4648
8477447,20232024,0.3967,0.2891
8477447,20242025,0.3944,0.2876
8477447,20252026,0.3575,0.3283
8477450,20232024,0.245,0.3938
8477450,20242025,0.2098,0.4019
8477450,20252026,0.1869,0.4814
8477451,20232024,0.3319,0.3341
8477451,20242025,0.3134,0.3517
8477451,20252026,0.3333,0.3439
8477454,20232024,0.2632,0.3289
8477454,20242025,,
8477454,20252026,0.2417,0.3667
8477456,20232024,0.3051,0.3822
8477456,20242025,0.3373,0.3522
8477456,20252026,0.301,0.3853
8477473,20232024,0.3239,0.354
8477473,20242025,,
8477473,20252026,,
8477476,20232024,0.3927,0.2729
8477476,20242025,0.3959,0.2856
8477476,20252026,0.3745,0.2697
8477478,20232024,0.2476,0.2957
8477478,20242025,0.3315,0.2759
8477478,20252026,0.3213,0.2902
8477479,20232024,0.3635,0.2622
8477479,20242025,0.311,0.3624
8477479,20252026,0.3088,0.3565
8477482,20232024,0.3691,0.2918
8477482,20242025,,
8477482,20252026,,
8477488,20232024,0.368,0.2976
8477488,20242025,0.3371,0.3282
8477488,20252026,0.3828,0.3069
8477492,20232024,0.4601,0.2356
8477492,20242025,0.4496,0.2467
8477492,20252026,0.4581,0.2395
8477493,20232024,0.343,0.3202
8477493,20242025,0.3837,0.288
8477493,20252026,,
8477494,20232024,0.3991,0.2664
8477494,20242025,0.4236,0.2742
8477494,20252026,0.3413,0.3049
8477495,20232024,0.3452,0.3386
