player_id,season,oz_starts,dz_starts
8477495,20242025,0.384,0.319
8477495,20252026,0.306,0.3329
8477496,20232024,0.3545,0.3718
8477496,20242025,0.3423,0.3433
8477496,20252026,0.3661,0.3508
8477497,20232024,0.3033,0.3992
8477497,20242025,0.3676,0.3202
8477497,20252026,0.333,0.3572
8477498,20232024,0.3203,0.3227
8477498,20242025,0.3529,0.3012
8477498,20252026,0.3486,0.3089
8477499,20232024,0.3981,0.3189
8477499,20242025,0.28,0.4025
8477499,20252026,0.2855,0.3832
8477500,20232024,0.4047,0.3207
8477500,20242025,0.3502,0.3198
8477500,20252026,0.3588,0.3149
8477501,20232024,0.3961,0.2868
8477501,20242025,0.3867,0.2961
8477501,20252026,0.3227,0.3341
8477503,20232024,0.3988,0.2559
8477503,20242025,0.3817,0.2889
8477503,20252026,0.3594,0.3487
8477504,20232024,0.4212,0.2758
8477504,20242025,0.4413,0.2659
8477504,20252026,0.4239,0.2595
8477505,20232024,0.3165,0.3842
8477505,20242025,0.3045,0.358
8477505,20252026,0.2674,0.4066
8477506,20232024,0.2551,0.3938
8477506,20242025,0.3053,0.3492
8477506,20252026,0.313,0.3257
8477507,20232024,0.2925,0.3381
8477507,20242025,0.3034,0.3817
8477507,20252026,0.2967,0.3854
8477508,20232024,0.2729,0.36
8477508,20242025,0.2513,0.3744
8477508,20252026,0.2169,0.4451
8477511,20232024,0.2999,0.3231
8477511,20242025,0.2937,0.3776
8477511,20252026,0.3859,0.2224
8477527,20232024,0.299,0.3333
8477527,20242025,0.2088,0.3973
8477527,20252026,0.2786,0.4008
8477541,20232024,0.342,0.2925
8477541,20242025,0.2857,0.3333
8477541,20252026,0.3407,0.3187
8477573,20232024,0.2305,0.3234
8477573,20242025,0.1746,0.3697
8477573,20252026,0.2145,0.4065
8477810,20232024,0.2821,0.3608
8477810,20242025,0.3604,0.3363
8477810,20252026,0.4184,0.2647
8477839,20232024,0.2789,0.2854
8477839,20242025,0.2667,0.3333
8477839,20252026,0.3062,0.3554
8477845,20232024,0.2951,0.3509
8477845,20242025,0.307,0.3493
8477845,20252026,0.2585,0.3513
8477846,20232024,0.2767,0.3753
8477846,20242025,,
8477846,20252026,,
8477851,20232024,0.3598,0.3084
8477851,20242025,0.3157,0.3333
8477851,20252026,0.4286,0.1429
8477887,20232024,0.05,0.5125
8477887,20242025,0.1258,0.5723
8477887,20252026,,
8477903,20232024,0.2679,0.3355
8477903,20242025,0.2013,0.3715
8477903,20252026,0.2461,0.3661
8477919,20232024,0.2938,0.3836
8477919,20242025,0.3117,0.3464
8477919,20252026,0.1845,0.5278
8477930,20232024,0.246,0.3548
8477930,20242025,,
8477930,20252026,,
8477931,20232024,0.2768,0.3432
8477931,20242025,0.2854,0.3026
8477931,20252026,0.3367,0.2764
8477932,20232024,0.3342,0.341
8477932,20242025,0.3617,0.3279
8477932,20252026,0.347,0.3148
8477933,20232024,0.3507,0.3288
8477933,20242025,0.3822,0.2848
8477933,20252026,0.3362,0.33
8477934,20232024,0.3897,0.3095
8477934,20242025,0.4319,0.2709
8477934,20252026,0.4237,0.2617
8477935,20232024,0.3894,0.2656
8477935,20242025,0.3803,0.2768
8477935,20252026,0.3626,0.2747
8477938,20232024,0.2334,0.3628
8477938,20242025,0.2361,0.3808
8477938,20252026,0.3378,0.3345
8477939,20232024,0.3704,0.2804
8477939,20242025,0.36,0.3149
8477939,20252026,0.4299,0.2739
8477940,20232024,0.4167,0.2832
8477940,20242025,0.4522,0.2637
8477940,20252026,0.4004,0.2745
8477942,20232024,0.3289,0.3206
8477942,20242025,0.3528,0.3207
8477942,20252026,0.367,0.2939
8477944,20232024,0.3926,0.3436
8477944,20242025,0.391,0.2276
8477944,20252026,,
8477946,20232024,0.2971,0.3384
8477946,20242025,0.3091,0.3594
8477946,20252026,0.301,0.3833
8477947,20232024,0.3704,0.3062
8477947,20242025,0.2632,0.2632
8477947,20252026,0.3767,0.2603
8477948,20232024,0.3266,0.286
8477948,20242025,0.298,0.3323
8477948,20252026,0.2701,0.3675
8477949,20232024,0.3641,0.3023
8477949,20242025,0.3294,0.3102
8477949,20252026,0.3698,0.2927
8477950,20232024,0.4141,0.2853
8477950,20242025,0.3481,0.314
8477950,20252026,0.394,0.3071
8477951,20232024,0.3346,0.3171
8477951,20242025,0.403,0.2976
8477951,20252026,0.4054,0.265
8477952,20232024,0.2873,0.368
8477952,20242025,0.3083,0.3985
8477952,20252026,0.2647,0.3706
8477953,20232024,0.2775,0.3838
8477953,20242025,0.3475,0.2979
8477953,20252026,0.3201,0.3102
8477955,20232024,0.3689,0.348
8477955,20242025,0.3354,0.3445
8477955,20252026,0.394,0.2864
8477956,20232024,0.4302,0.3035
8477956,20242025,0.4904,0.2282
8477956,20252026,0.4073,0.3151
8477960,20232024,0.345,0.342
8477960,20242025,0.3251,0.3315
8477960,20252026,0.4151,0.2865
8477962,20232024,0.3707,0.2537
8477962,20242025,,
8477962,20252026,,
8477964,20232024,0.3897,0.2922
8477964,20242025,0.4011,0.2825
8477964,20252026,0.4295,0.2725
8477969,20232024,0.3149,0.3295
8477969,20242025,0.2872,0.3805
8477969,20252026,0.247,0.4141
8477971,20232024,0.3955,0.2903
8477971,20242025,0.1962,0.3706
8477971,20252026,0.2308,0.3077
8477979,20232024,0.0883,0.6123
8477979,20242025,0.1793,0.3862
8477979,20252026,0.4118,0.2941
8477986,20232024,0.3534,0.3018
8477986,20242025,0.3076,0.3552
8477986,20252026,0.3654,0.3512
8477987,20232024,0.2876,0.3439
8477987,20242025,0.3174,0.3424
8477987,20252026,0.255,0.3849
8477989,20232024,0.2703,0.4234
8477989,20242025,0.2328,0.4085
8477989,20252026,0.3443,0.3433
8477993,20232024,0.2,0.3333
8477993,20242025,0.1957,0.5163
8477993,20252026,0.2613,0.3333
8477998,20232024,0.3245,0.3082
8477998,20242025,0.3314,0.3236
8477998,20252026,0.2992,0.3566
8478010,20232024,0.4273,0.2595
8478010,20242025,0.4232,0.2998
8478010,20252026,0.4321,0.2807
8478013,20232024,0.2787,0.3975
8478013,20242025,0.3507,0.3312
8478013,20252026,0.3836,0.2948
8478017,20232024,0.3867,0.2356
8478017,20242025,0.3636,0.3182
8478017,20252026,,
8478020,20232024,0.3369,0.3222
8478020,20242025,0.2343,0.4081
8478020,20252026,0.1948,0.4086
8478021,20232024,0.3051,0.291
8478021,20242025,0.375,0.2273
8478021,20252026,,
8478028,20232024,0.1906,0.3372
8478028,20242025,,
8478028,20252026,,
8478038,20232024,0.4219,0.2663
8478038,20242025,0.4072,0.2879
8478038,20252026,0.4104,0.2681
8478042,20232024,0.3505,0.2629
8478042,20242025,0.3669,0.3114
8478042,20252026,0.3004,0.3818
8478043,20232024,0.3004,0.3019
8478043,20242025,0.2274,0.3775
8478043,20252026,0.3176,0.2706
8478046,20232024,0.2943,0.358
8478046,20242025,0.3297,0.2967
8478046,20252026,0.274,0.4063
8478047,20232024,0.4317,0.2301
8478047,20242025,0.3642,0.2628
8478047,20252026,0.4021,0.3003
8478051,20232024,0.2821,0.359
8478051,20242025,,
8478051,20252026,,
8478055,20232024,0.3307,0.3282
8478055,20242025,0.3769,0.3119
8478055,20252026,0.3602,0.3141
8478057,20232024,0.272,0.3613
8478057,20242025,0.3053,0.3481
8478057,20252026,0.1862,0.3985
8478078,20232024,0.2741,0.3037
8478078,20242025,,
8478078,20252026,,
8478099,20232024,0.2809,0.4098
8478099,20242025,0.2662,0.365
8478099,20252026,,
8478104,20232024,0.3369,0.3182
8478104,20242025,,
8478104,20252026,0.3134,0.2612
8478109,20232024,0.3506,0.3195
8478109,20242025,0.3673,0.2747
8478109,20252026,0.3621,0.317
8478115,20232024,0.3594,0.2752
8478115,20242025,0.2993,0.3299
8478115,20252026,,
8478133,20232024,0.2252,0.4473
8478133,20242025,0.1805,0.4212
8478133,20252026,0.1869,0.4237
8478136,20232024,0.2858,0.3642
8478136,20242025,0.3039,0.3455
8478136,20252026,0.303,0.3588
8478146,20232024,0.1481,0.2222
8478146,20242025,0.2853,0.2825
8478146,20252026,,
8478147,20232024,0.3462,0.2308
8478147,20242025,0.2899,0.2754
8478147,20252026,0.3571,0.3571
8478178,20232024,0.3675,0.2852
8478178,20242025,0.4487,0.2732
8478178,20252026,0.3657,0.3194
8478211,20232024,0.3695,0.3052
8478211,20242025,0.3171,0.2683
8478211,20252026,0.2273,0.6364
8478233,20232024,0.3007,0.3711
8478233,20242025,0.2859,0.3194
8478233,20252026,0.3328,0.331
8478366,20232024,0.343,0.3631
8478366,20242025,0.3624,0.3446
8478366,20252026,0.2971,0.3787
8478396,20232024,0.3054,0.3466
8478396,20242025,0.3638,0.279
8478396,20252026,0.4021,0.2681
8478397,20232024,0.3809,0.2981
8478397,20242025,0.3497,0.349
8478397,20252026,0.3598,0.3201
8478398,20232024,0.4582,0.2835
8478398,20242025,0.4516,0.2581
8478398,20252026,0.4714,0.2426
8478399,20232024,0.3367,0.3032
8478399,20242025,0.2542,0.3824
8478399,20252026,0.2958,0.3525
8478400,20232024,0.2449,0.3673
8478400,20242025,,
8478400,20252026,,
8478401,20232024,0.4004,0.3311
8478401,20242025,0.4487,0.2632
8478401,20252026,0.3111,0.3917
8478402,20232024,0.4413,0.2663
8478402,20242025,0.4609,0.2329
8478402,20252026,0.4407,0.2476
8478403,20232024,0.4225,0.27
8478403,20242025,0.3943,0.2763
8478403,20252026,0.4436,0.2747
8478407,20232024,0.4038,0.2708
8478407,20242025,0.3397,0.3302
8478407,20252026,0.3305,0.3521
8478408,20232024,0.272,0.3901
8478408,20242025,0.3069,0.3492
8478408,20252026,,
8478409,20232024,0.2533,0.3067
8478409,20242025,0.3259,0.2741
8478409,20252026,0.5,0.5
8478413,20232024,0.3234,0.3519
8478413,20242025,0.3,0.3545
8478413,20252026,0.192,0.4187
8478414,20232024,0.3333,0.3137
8478414,20242025,0.3113,0.3671
8478414,20252026,0.3075,0.3741
8478416,20232024,0.2532,0.3614
8478416,20242025,0.247,0.3927
8478416,20252026,0.267,0.3556
8478420,20232024,0.4584,0.254
8478420,20242025,0.4202,0.2651
8478420,20252026,0.3854,0.293
8478421,20232024,0.2596,0.359
8478421,20242025,0.3063,0.2905
8478421,20252026,0.3692,0.2824
8478424,20232024,0.1078,0.5686
8478424,20242025,0.1579,0.4474
8478424,20252026,0.3025,0.3796
8478427,20232024,0.4326,0.2874
8478427,20242025,0.4521,0.2678
8478427,20252026,0.4486,0.2606
8478430,20232024,0.3813,0.281
8478430,20242025,0.3731,0.3005
8478430,20252026,,
8478432,20232024,0.3031,0.3522
8478432,20242025,0.26,0.395
8478432,20252026,,
8478434,20232024,0.1686,0.3501
8478434,20242025,0.2979,0.3183
8478434,20252026,0.2312,0.3296
8478438,20232024,0.4582,0.1796
8478438,20242025,0.3923,0.2439
8478438,20252026,0.4195,0.2357
8478439,20232024,0.4084,0.2546
8478439,20242025,0.3965,0.2871
8478439,20252026,0.3398,0.3279
8478440,20232024,0.4355,0.2419
8478440,20242025,0.5276,0.1518
8478440,20252026,0.4879,0.2357
8478443,20232024,0.1418,0.4841
8478443,20242025,0.2183,0.4376
8478443,20252026,0.2608,0.3448
8478444,20232024,0.3346,0.3242
8478444,20242025,0.3807,0.3018
8478444,20252026,0.3513,0.3565
8478445,20232024,0.4207,0.2859
8478445,20242025,0.3669,0.2974
8478445,20252026,0.3885,0.2863
8478449,20232024,0.3659,0.3261
8478449,20242025,0.3185,0.3363
8478449,20252026,0.3057,0.3614
8478450,20232024,0.2195,0.3727
8478450,20242025,0.2672,0.375
8478450,20252026,0.3242,0.3266
8478451,20232024,0.3596,0.2996
8478451,20242025,,
8478451,20252026,,
8478452,20232024,0.2206,0.3873
8478452,20242025,0.4308,0.2154
8478452,20252026,0.2381,0.4405
8478454,20232024,0.3057,0.3615
8478454,20242025,0.2394,0.4554
8478454,20252026,0.3742,0.2736
8478458,20232024,0.3611,0.2681
8478458,20242025,0.3805,0.2899
8478458,20252026,0.3993,0.2816
8478460,20232024,0.3687,0.3194
8478460,20242025,0.3828,0.2933
8478460,20252026,0.3868,0.3072
8478462,20232024,0.2621,0.3421
8478462,20242025,0.2662,0.3522
8478462,20252026,0.2341,0.4393
8478463,20232024,0.3293,0.3517
8478463,20242025,0.3062,0.3296
8478463,20252026,0.3775,0.3212
8478466,20232024,0.3148,0.3339
8478466,20242025,0.3551,0.2897
8478466,20252026,,
8478468,20232024,0.2273,0.3831
8478468,20242025,0.2369,0.3441
8478468,20252026,0.3122,0.3165
8478469,20232024,0.3891,0.2705
8478469,20242025,0.3809,0.3127
8478469,20252026,0.356,0.2881
8478472,20232024,0.3282,0.3246
8478472,20242025,0.2205,0.3563
8478472,20252026,0.2511,0.3455
8478474,20232024,0.2746,0.3698
8478474,20242025,0.2769,0.2879
8478474,20252026,0.3424,0.3171
8478477,20232024,0.2571,0.3357
8478477,20242025,0.3776,0.3636
8478477,20252026,,
8478483,20232024,0.3485,0.2749
8478483,20242025,0.3251,0.3383
8478483,20252026,0.4508,0.2572
8478493,20232024,0.3226,0.3189
8478493,20242025,0.2811,0.3432
8478493,20252026,0.2994,0.3531
8478495,20232024,0.2347,0.3061
8478495,20242025,,
8478495,20252026,,
8478498,20232024,0.328,0.3525
8478498,20242025,0.3317,0.3452
8478498,20252026,0.328,0.3693
8478500,20232024,0.3068,0.3347
8478500,20242025,0.3055,0.3513
8478500,20252026,0.3129,0.3615
8478502,20232024,0.3921,0.3201
8478502,20242025,0.2588,0.2863
8478502,20252026,0.3333,0.3095
8478507,20232024,0.2767,0.3185
8478507,20242025,0.34,0.3433
8478507,20252026,0.322,0.3313
8478508,20232024,0.2171,0.409
8478508,20242025,0.2507,0.3936
8478508,20252026,0.2506,0.4126
8478512,20232024,0.2987,0.3723
8478512,20242025,,
8478512,20252026,,
8478519,20232024,0.2616,0.3522
8478519,20242025,0.2804,0.3857
8478519,20252026,0.369,0.3232
8478542,20232024,0.3609,0.3086
8478542,20242025,0.4067,0.3104
8478542,20252026,0.3447,0.3242
8478550,20232024,0.5201,0.1286
8478550,20242025,0.4289,0.2201
8478550,20252026,0.4513,0.2602
8478569,20232024,0.1049,0.6244
8478569,20242025,0.1519,0.5727
8478569,20252026,0.1065,0.5926
8478585,20232024,0.2619,0.362
8478585,20242025,0.3047,0.3907
8478585,20252026,,
8478831,20232024,0.2864,0.3598
8478831,20242025,0.2744,0.4583
8478831,20252026,0.2199,0.4653
8478840,20232024,0.2392,0.4472
8478840,20242025,0.254,0.354
8478840,20252026,0.2959,0.368
8478851,20232024,0.2379,0.3697
8478851,20242025,0.2553,0.3917
8478851,20252026,0.2584,0.3676
8478854,20232024,0.2439,0.3943
8478854,20242025,0.2365,0.3626
8478854,20252026,0.3104,0.3438
8478856,20232024,0.3017,0.3475
8478856,20242025,0.3447,0.3385
8478856,20252026,0.2914,0.3957
8478859,20232024,0.3463,0.2938
8478859,20242025,0.3713,0.2782
8478859,20252026,0.3221,0.3221
8478864,20232024,0.3945,0.2549
8478864,20242025,0.4204,0.2442
8478864,20252026,0.3911,0.2719
8478873,20232024,0.3318,0.3352
8478873,20242025,0.3596,0.3549
8478873,20252026,0.366,0.2878
8478874,20232024,0.4167,0.25
8478874,20242025,0.4088,0.223
8478874,20252026,0.2303,0.4211
8478882,20232024,0.3351,0.3411
8478882,20242025,0.2672,0.3907
8478882,20252026,0.3497,0.3114
8478891,20232024,0.2266,0.3636
8478891,20242025,0.1883,0.434
8478891,20252026,0.2926,0.3552
8478904,20232024,0.297,0.3045
8478904,20242025,0.1454,0.4165
8478904,20252026,0.1567,0.4313
8478911,20232024,0.3253,0.3277
8478911,20242025,0.2859,0.343
8478911,20252026,0.3257,0.3595
8478970,20232024,0.3691,0.2482
8478970,20242025,0.3406,0.289
8478970,20252026,0.3744,0.2909
8478975,20232024,0.3592,0.3252
8478975,20242025,0.3515,0.3291
8478975,20252026,0.4029,0.2524
8479022,20232024,,
8479022,20242025,0.4375,0.2778
8479022,20252026,0.2454,0.319
8479026,20232024,0.5161,0.1935
8479026,20242025,0.341,0.3158
8479026,20252026,0.2713,0.3928
8479066,20232024,0.2709,0.3101
8479066,20242025,0.2535,0.4192
8479066,20252026,0.2332,0.3499
8479291,20232024,0.2019,0.4977
8479291,20242025,0.2513,0.4074
8479291,20252026,0.2727,0.5455
8479293,20232024,0.3228,0.3544
8479293,20242025,0.2582,0.3557
8479293,20252026,0.2467,0.3612
8479314,20232024,0.3963,0.2505
8479314,20242025,0.3709,0.2726
8479314,20252026,0.3266,0.2663
8479315,20232024,0.2454,0.3765
8479315,20242025,0.2013,0.4214
8479315,20252026,,
8479316,20232024,0.2894,0.3944
8479316,20242025,0.2793,0.3634
8479316,20252026,0.3217,0.3326
8479318,20232024,0.3637,0.2557
8479318,20242025,0.3594,0.2961
8479318,20252026,0.3743,0.3245
8479323,20232024,0.4109,0.2874
8479323,20242025,0.449,0.2552
8479323,20252026,0.3647,0.2864
8479324,20232024,0.3818,0.3289
8479324,20242025,0.3613,0.3076
8479324,20252026,0.3032,0.3827
8479325,20232024,0.417,0.3059
8479325,20242025,0.4156,0.2678
8479325,20252026,0.3568,0.3475
8479328,20232024,0.2,0.3736
8479328,20242025,0.0,0.3333
8479328,20252026,,
8479336,20232024,0.3545,0.2888
8479336,20242025,0.2559,0.3483
8479336,20252026,0.2911,0.3241
8479337,20232024,0.3113,0.3132
8479337,20242025,0.3767,0.3205
8479337,20252026,0.3461,0.3402
8479339,20232024,0.3842,0.2599
8479339,20242025,0.4843,0.1904
8479339,20252026,0.1333,0.5
8479343,20232024,0.3305,0.3064
8479343,20242025,0.4166,0.2662
8479343,20252026,0.4253,0.2323
8479344,20232024,0.319,0.4049
8479344,20242025,0.2792,0.3245
8479344,20252026,,
8479345,20232024,0.3668,0.3208
8479345,20242025,0.3947,0.2805
8479345,20252026,0.4033,0.2877
8479346,20232024,0.3571,0.2857
8479346,20242025,,
8479346,20252026,,
8479351,20232024,0.2438,0.3451
8479351,20242025,0.2568,0.345
8479351,20252026,0.3549,0.2976
8479353,20232024,0.2932,0.3444
8479353,20242025,0.3489,0.3153
8479353,20252026,0.302,0.2849
8479356,20232024,,
8479356,20242025,0.2132,0.3824
8479356,20252026,,
8479359,20232024,0.0697,0.6315
8479359,20242025,0.1901,0.34
8479359,20252026,0.1391,0.4098
8479362,20232024,0.3778,0.4
8479362,20242025,0.24,0.34
8479362,20252026,0.1613,0.5161
8479365,20232024,0.2703,0.3491
8479365,20242025,0.2822,0.3624
8479365,20252026,0.2673,0.3506
8479367,20232024,0.3056,0.3222
8479367,20242025,,
8479367,20252026,,
8479368,20232024,0.2622,0.3633
8479368,20242025,0.3441,0.2796
8479368,20252026,0.2877,0.2808
8479369,20232024,0.2599,0.3568
8479369,20242025,0.3179,0.3517
8479369,20252026,0.2795,0.3808
8479370,20232024,0.317,0.3372
8479370,20242025,0.3951,0.2888
8479370,20252026,0.3017,0.3683
8479371,20232024,0.3753,0.2932
8479371,20242025,0.354,0.323
8479371,20252026,0.3249,0.3611
8479372,20232024,0.3684,0.2491
8479372,20242025,0.3507,0.2884
8479372,20252026,0.2595,0.3779
8479378,20232024,0.2937,0.3175
8479378,20242025,0.2284,0.3642
8479378,20252026,0.2898,0.358
8479379,20232024,0.2845,0.364
8479379,20242025,0.0577,0.4231
8479379,20252026,,
8479383,20232024,0.3193,0.3659
8479383,20242025,,
8479383,20252026,0.4545,0.1818
8479385,20232024,0.3675,0.3001
8479385,20242025,0.3964,0.3078
8479385,20252026,0.4154,0.2341
8479387,20232024,,
8479387,20242025,0.2548,0.3503
8479387,20252026,0.0952,0.3333
8479390,20232024,0.3456,0.3527
8479390,20242025,0.2302,0.4262
8479390,20252026,0.2457,0.4008
8479393,20232024,0.1833,0.4277
8479393,20242025,0.2613,0.299
8479393,20252026,0.3556,0.2993
8479395,20232024,,
8479395,20242025,0.377,0.2754
8479395,20252026,0.2813,0.3938
8479398,20232024,0.2967,0.3424
8479398,20242025,0.3287,0.3014
8479398,20252026,0.3273,0.3418
8479400,20232024,0.3734,0.3046
8479400,20242025,0.3227,0.3555
8479400,20252026,0.2923,0.3954
8479402,20232024,0.3245,0.3383
8479402,20242025,0.4243,0.2631
8479402,20252026,0.3476,0.2888
8479407,20232024,0.347,0.2876
8479407,20242025,0.4397,0.2094
8479407,20252026,0.4343,0.2626
8479410,20232024,0.334,0.295
8479410,20242025,0.3432,0.3257
8479410,20252026,0.3423,0.332
8479414,20232024,0.2377,0.3876
8479414,20242025,0.2603,0.3536
8479414,20252026,0.277,0.3803
8479415,20232024,0.2509,0.3959
8479415,20242025,,
8479415,20252026,,
8479420,20232024,0.3816,0.2797
8479420,20242025,0.3356,0.3001
8479420,20252026,0.3796,0.2858
8479421,20232024,0.2739,0.3304
8479421,20242025,0.3064,0.2857
8479421,20252026,0.3762,0.297
8479423,20232024,0.3684,0.3352
8479423,20242025,0.3333,0.25
8479423,20252026,,
8479425,20232024,0.4027,0.2831
8479425,20242025,0.3652,0.3106
8479425,20252026,0.37,0.33
8479439,20232024,0.3378,0.3478
8479439,20242025,,
8479439,20252026,,
8479442,20232024,0.3003,0.3615
8479442,20242025,0.3225,0.3211
8479442,20252026,0.2731,0.3617
8479458,20232024,0.4324,0.2727
8479458,20242025,,
8479458,20252026,,
8479514,20232024,0.45,0.2125
8479514,20242025,,
8479514,20252026,,
8479520,20232024,0.2599,0.393
8479520,20242025,0.0956,0.5185
8479520,20252026,0.1431,0.4944
8479523,20232024,,
8479523,20242025,0.352,0.3418
8479523,20252026,,
8479525,20232024,0.2517,0.391
8479525,20242025,0.3362,0.3263
8479525,20252026,0.3101,0.3565
8479533,20232024,0.0435,0.7391
8479533,20242025,0.1346,0.5288
8479533,20252026,0.1667,0.5
8479536,20232024,0.2,0.36
8479536,20242025,,
8479536,20252026,,
8479542,20232024,0.3141,0.3025
8479542,20242025,0.2855,0.3815
8479542,20252026,0.3922,0.326
8479543,20232024,0.2259,0.3404
8479543,20242025,0.2558,0.3256
8479543,20252026,0.1277,0.234
8479546,20232024,0.1379,0.387
8479546,20242025,,
8479546,20252026,,
8479547,20232024,0.35,0.3
8479547,20242025,,
8479547,20252026,,
8479576,20232024,0.3209,0.3209
8479576,20242025,0.3321,0.3105
8479576,20252026,0.2467,0.3848
8479591,20232024,0.2472,0.313
8479591,20242025,0.2896,0.3239
8479591,20252026,0.2654,0.3673
8479619,20232024,0.3294,0.3222
8479619,20242025,0.3504,0.3366
8479619,20252026,0.2876,0.3231
8479638,20232024,0.1678,0.3357
8479638,20242025,0.2975,0.3468
8479638,20252026,0.3599,0.2477
8479661,20232024,0.2461,0.3543
8479661,20242025,0.3339,0.2875
8479661,20252026,0.2424,0.3636
8479671,20232024,0.2528,0.3589
8479671,20242025,0.2689,0.3732
8479671,20252026,0.2691,0.3925
8479675,20232024,0.3082,0.3092
8479675,20242025,0.3298,0.3383
8479675,20252026,0.2925,0.3469
8479718,20232024,0.3723,0.2336
8479718,20242025,0.2222,0.2222
8479718,20252026,0.5455,0.0
8479772,20232024,0.3423,0.2819
8479772,20242025,0.4167,0.2417
8479772,20252026,0.75,0.1667
8479941,20232024,0.2932,0.3896
8479941,20242025,0.2585,0.3722
8479941,20252026,0.4545,0.3333
8479944,20232024,0.1667,0.4444
8479944,20242025,0.2576,0.3852
8479944,20252026,0.1762,0.4767
8479968,20232024,0.2022,0.4632
8479968,20242025,0.278,0.3538
8479968,20252026,,
8479972,20232024,0.22,0.44
8479972,20242025,,
8479972,20252026,,
8479976,20232024,0.3117,0.3257
8479976,20242025,0.4165,0.2478
8479976,20252026,,
8479977,20232024,0.3544,0.2937
8479977,20242025,0.383,0.3936
8479977,20252026,0.29,0.3253
8479980,20232024,0.3008,0.3439
8479980,20242025,0.3311,0.3158
8479980,20252026,0.2996,0.3529
8479981,20232024,0.3068,0.2948
8479981,20242025,0.3072,0.273
8479981,20252026,0.2987,0.4026
8479982,20232024,0.4175,0.2421
8479982,20242025,0.3529,0.2987
8479982,20252026,0.2925,0.362
8479983,20232024,0.3005,0.3729
8479983,20242025,0.2678,0.3641
8479983,20252026,0.2714,0.3919
8479985,20232024,0.7273,0.0
8479985,20242025,0.4173,0.3094
8479985,20252026,0.2094,0.4007
8479987,20232024,0.2943,0.3955
8479987,20242025,0.4668,0.212
8479987,20252026,0.3757,0.3253
8479992,20232024,0.2609,0.3892
8479992,20242025,0.3128,0.3563
8479992,20252026,0.2989,0.358
8479994,20232024,0.366,0.2906
8479994,20242025,0.2449,0.3469
8479994,20252026,,
8479996,20232024,0.3325,0.323
8479996,20242025,0.3215,0.3262
8479996,20252026,0.3221,0.3532
8479998,20232024,0.3077,0.3186
8479998,20242025,0.2776,0.3722
8479998,20252026,0.2681,0.3656
8479999,20232024,0.3698,0.3184
8479999,20242025,0.3632,0.3137
8479999,20252026,0.3083,0.3885
8480001,20232024,0.2793,0.3721
8480001,20242025,0.2255,0.3804
8480001,20252026,0.2355,0.4266
8480002,20232024,0.3079,0.3136
8480002,20242025,0.3312,0.3515
8480002,20252026,0.3321,0.3587
8480003,20232024,0.1941,0.3537
8480003,20242025,0.3806,0.2869
8480003,20252026,0.3251,0.2915
8480007,20232024,0.1548,0.375
8480007,20242025,0.3656,0.3118
8480007,20252026,0.3143,0.2286
8480008,20232024,0.3051,0.2941
8480008,20242025,,
8480008,20252026,,
8480009,20232024,0.3269,0.3139
8480009,20242025,0.3466,0.3145
8480009,20252026,0.2698,0.4372
8480011,20232024,0.3407,0.3165
8480011,20242025,0.2887,0.3471
8480011,20252026,,
8480012,20232024,0.3656,0.3182
8480012,20242025,0.3471,0.3546
8480012,20252026,0.3596,0.3523
8480014,20232024,0.4385,0.2582
8480014,20242025,0.4547,0.2296
8480014,20252026,0.4545,0.2554
8480015,20232024,0.3979,0.2682
8480015,20242025,0.3917,0.2851
8480015,20252026,0.3057,0.355
8480018,20232024,0.3405,0.3111
8480018,20242025,0.3763,0.302
8480018,20252026,0.3465,0.3146
8480021,20232024,0.2205,0.3744
8480021,20242025,,
8480021,20252026,0.3071,0.2598
8480023,20232024,0.34,0.3425
8480023,20242025,0.3707,0.3495
8480023,20252026,0.3896,0.3366
8480025,20232024,0.2794,0.3434
8480025,20242025,,
8480025,20252026,,
8480027,20232024,0.3625,0.327
8480027,20242025,0.3078,0.3559
8480027,20252026,0.3212,0.3475
8480028,20232024,0.4196,0.2162
8480028,20242025,0.4343,0.2402
8480028,20252026,0.4507,0.23
8480032,20232024,0.2632,0.2632
8480032,20242025,0.4091,0.1364
8480032,20252026,,
8480035,20232024,0.3573,0.323
8480035,20242025,0.3219,0.3438
8480035,20252026,0.2869,0.3694
8480036,20232024,0.4165,0.2903
8480036,20242025,0.3862,0.2966
8480036,20252026,0.3804,0.3049
8480039,20232024,0.3991,0.26
8480039,20242025,0.4038,0.2669
8480039,20252026,0.4295,0.2618
8480043,20232024,0.4084,0.2814
8480043,20242025,0.3324,0.3476
8480043,20252026,0.2586,0.408
8480049,20232024,0.3069,0.313
8480049,20242025,0.2827,0.3773
8480049,20252026,0.2962,0.3544
8480058,20232024,0.2872,0.3274
8480058,20242025,0.3184,0.3017
8480058,20252026,0.3404,0.2979
8480064,20232024,0.3338,0.2969
8480064,20242025,0.2513,0.3796
8480064,20252026,0.3193,0.3577
8480068,20232024,0.295,0.3301
8480068,20242025,0.2187,0.3755
8480068,20252026,0.2703,0.3876
8480069,20232024,0.4538,0.2465
8480069,20242025,0.4368,0.2753
8480069,20252026,0.4328,0.2609
8480070,20232024,0.293,0.293
8480070,20242025,0.3497,0.3552
8480070,20252026,,
8480073,20232024,0.3532,0.3015
8480073,20242025,0.4377,0.2222
8480073,20252026,,
8480074,20232024,0.3191,0.3433
8480074,20242025,0.2952,0.2989
